03/14/2022 11:15:27 | models |  INFO | Created entity embeddings: Embedding(2601, 128)
03/14/2022 11:15:27 | models |  INFO | Created variable embeddings: Embedding(6, 128)
03/14/2022 11:15:27 | models |  INFO | Created relation embeddings: Embedding(49, 128)
03/14/2022 11:16:03 | train |  INFO | 0.0686909407377243
03/14/2022 11:16:03 | train |  INFO | 0.09312444925308228
03/14/2022 11:16:04 | train |  INFO | 0.06520692259073257
03/14/2022 11:16:05 | train |  INFO | 0.04470844194293022
03/14/2022 11:16:05 | train |  INFO | 0.03738201782107353
03/14/2022 11:16:06 | train |  INFO | 0.053503651171922684
03/14/2022 11:16:06 | train |  INFO | 0.08302208036184311
03/14/2022 11:16:07 | train |  INFO | 0.06353462487459183
03/14/2022 11:16:07 | train |  INFO | 0.03970428556203842
03/14/2022 11:16:08 | train |  INFO | 0.06490521132946014
03/14/2022 11:16:08 | train |  INFO | 0.10325425863265991
03/14/2022 11:16:09 | train |  INFO | 0.07073865085840225
03/14/2022 11:16:09 | train |  INFO | 0.03705031797289848
03/14/2022 11:16:10 | train |  INFO | 0.07752334326505661
03/14/2022 11:16:10 | train |  INFO | 0.08200069516897202
03/14/2022 11:16:11 | train |  INFO | 0.08623692393302917
03/14/2022 11:16:11 | train |  INFO | 0.07328443229198456
03/14/2022 11:16:12 | train |  INFO | 0.09059324115514755
03/14/2022 11:16:12 | train |  INFO | 0.06963466107845306
03/14/2022 11:16:13 | train |  INFO | 0.03717375919222832
03/14/2022 11:16:13 | train |  INFO | 0.0666414201259613
03/14/2022 11:16:13 | train |  INFO | 0.04763351008296013
03/14/2022 11:16:14 | train |  INFO | 0.06920997053384781
03/14/2022 11:16:14 | train |  INFO | 0.07326219230890274
03/14/2022 11:16:15 | train |  INFO | 0.04658668860793114
03/14/2022 11:16:15 | train |  INFO | 0.05031310394406319
03/14/2022 11:16:16 | train |  INFO | 0.03293324261903763
03/14/2022 11:16:16 | train |  INFO | 0.07715027779340744
03/14/2022 11:16:17 | train |  INFO | 0.04164666309952736
03/14/2022 11:16:17 | train |  INFO | 0.03461645171046257
03/14/2022 11:16:18 | train |  INFO | 0.08528763800859451
03/14/2022 11:16:18 | train |  INFO | 0.12733358144760132
03/14/2022 11:16:19 | train |  INFO | 0.04919898137450218
03/14/2022 11:16:19 | train |  INFO | 0.11411875486373901
03/14/2022 11:16:20 | train |  INFO | 0.03773018717765808
03/14/2022 11:16:20 | train |  INFO | 0.07371404021978378
03/14/2022 11:16:20 | train |  INFO | 0.06481747329235077
03/14/2022 11:16:21 | train |  INFO | 0.0629945620894432
03/14/2022 11:16:21 | train |  INFO | 0.05423779413104057
03/14/2022 11:16:22 | train |  INFO | 0.09659045189619064
03/14/2022 11:16:22 | train |  INFO | 0.06344501674175262
03/14/2022 11:16:23 | train |  INFO | 0.10486084967851639
03/14/2022 11:16:23 | train |  INFO | 0.09421900659799576
03/14/2022 11:16:24 | train |  INFO | 0.03488897904753685
03/14/2022 11:16:24 | train |  INFO | 0.06185506284236908
03/14/2022 11:16:25 | train |  INFO | 0.10266725718975067
03/14/2022 11:16:25 | train |  INFO | 0.05134965106844902
03/14/2022 11:16:26 | train |  INFO | 0.06721179932355881
03/14/2022 11:16:26 | train |  INFO | 0.05608735978603363
03/14/2022 11:16:26 | train |  INFO | 0.05940879508852959
03/14/2022 11:16:27 | train |  INFO | 0.04292302951216698
03/14/2022 11:16:27 | train |  INFO | 0.09948218613862991
03/14/2022 11:16:28 | train |  INFO | 0.037094391882419586
03/14/2022 11:16:29 | train |  INFO | 0.03644295781850815
03/14/2022 11:16:29 | train |  INFO | 0.07993951439857483
